court,interstate,primary,secondary,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Campbell County,0,1133699,526941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles City County,0,103995,70699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte County,0,257810,104594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll County,966717,386646,250742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
James City County / Williamsburg,730481,907830,437525,0,0,0,0,0,0,0,0,0,24,6,10,12,16,15,6,6,2,2,3,33
Staunton,0,248068,95424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol,373813,131637,135503,0,0,0,0,31,0,1,1,49,1039,2,22,49,145,141,143,87,67,53,51,148
Roanoke,359600,925557,730151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falls Church,0,90416,46758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisa County,655856,484452,302743,0,0,0,0,0,0,0,0,17,744,12,16,27,21,40,66,44,41,52,25,87
Cumberland County,0,146952,75284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culpeper County,0,1066496,443535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster County,0,213842,88107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig County,0,63280,37725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King William County,0,287770,113634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarke County,0,663181,123119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loudoun County,0,4079953,3039080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield County,1395375,4591738,2755060,0,0,0,0,0,0,0,0,0,9,1,1,0,0,1,2,1,0,0,2,3
Lee County,0,440653,119391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winchester,4549,152379,235181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg,438284,381868,135118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galax,0,86558,59087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandria,777421,750971,528057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,0,19649,63563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colonial Heights,353985,120906,127507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfax County,9448432,9070873,8367192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stafford County,2128865,930943,1255527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Montgomery County,1191823,1125352,730562,0,0,0,0,0,0,57,35,196,683,3,4,5,7,4,1,2,2,1,1,1
Emporia,67163,93921,40035,0,1,0,0,0,0,0,0,0,1511,543,522,533,389,203,206,116,84,75,52,165
Southampton County,0,715369,255243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Essex County,0,309819,99656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smyth County,666285,238414,231122,0,0,0,0,0,1,2,7,57,5421,167,285,318,323,428,800,514,432,481,341,1022
Dickenson County,0,173523,146452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah County,1575257,427973,259792,0,0,0,0,0,0,1,9,238,2397,27,44,51,61,132,203,176,138,141,120,303
Dinwiddie County,670806,408106,289226,0,0,0,0,0,1,0,0,3,847,87,292,484,432,362,325,213,175,179,80,333
Norfolk,2516551,1917295,987987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petersburg,527776,308238,263701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sussex County,632118,313304,96681,1,1,0,1,1,1,1,0,1,1424,393,1161,778,650,742,449,376,374,340,278,803
Surry County,0,118109,57708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren County,552960,455430,257706,0,0,0,0,0,0,0,0,93,452,1,2,3,3,16,18,11,33,52,46,223
Hampton,1686705,836498,1194589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tazewell County,0,768051,259997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond,1804530,1692238,1556805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fauquier County,896186,1962817,724000,0,0,0,0,0,1,1,0,10,272,10,9,19,13,30,44,31,48,27,30,147
Floyd County,0,220772,139505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radford,0,82653,120356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluvanna County,53536,248051,191137,0,0,0,0,0,0,0,0,2,159,15,11,21,17,11,8,5,6,4,3,7
Franklin County,0,924267,620851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick County,1275740,1280389,602132,0,0,0,0,0,0,0,1,29,501,9,8,14,6,17,2,3,2,1,1,2
Scott County,0,542631,186321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockingham County / Harrisonburg,1343106,1407605,838513,0,0,0,0,0,0,0,1,55,499,1,1,0,2,0,0,1,0,0,1,0
Russell County,0,612641,177367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roanoke County,995847,932222,527716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockbridge County / Lexington,1446251,395196,198479,0,0,0,0,0,0,3,3,78,2835,5,97,215,249,465,598,402,321,301,295,666
Portsmouth,298816,786686,486508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson County,0,211098,105371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince William County,3201795,3153209,3428366,1,0,0,0,1,0,2,1,32,56,6,37,52,70,28,24,30,19,25,14,57
Goochland County,863133,605966,248307,0,0,0,0,0,1,3,0,12,825,30,25,19,14,32,21,10,15,31,9,41
Pulaski County,720866,386594,302898,0,0,0,0,0,0,0,2,20,1071,0,1,3,1,0,0,0,0,0,0,0
Gloucester County,0,787188,240067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rappahannock County,0,192326,60109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Giles County,0,456414,83715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond County,0,251447,65991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesapeake,1909833,2485360,1887070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene County,0,329411,117724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfax,0,362857,115905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesex County,0,274969,67126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salem,23330,258642,149325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince Edward County,0,537948,159601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry County,0,999221,425433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powhatan County,0,615700,310920,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pittsylvania County,0,1087339,625178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick County,0,266953,164616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halifax County,0,694313,317487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensville County,614780,129827,111681,0,0,0,0,0,0,0,3,4,2376,1403,1739,1885,1256,1153,973,567,494,419,349,840
Henrico County,3693220,1921862,3512891,0,0,0,0,0,1,0,0,3,219,10,15,20,26,41,20,21,23,30,11,37
Hanover County,2544057,1033717,1166691,0,0,0,0,0,0,0,1,1,373,15,61,145,137,174,195,130,145,132,116,374
Prince George County,689429,535253,348991,1,0,1,0,0,0,0,0,1,160,26,75,110,111,178,130,95,59,60,58,184
Albemarle County,1166890,1615120,914351,0,0,0,0,0,0,2,2,3,82,15,22,30,31,41,22,7,22,30,8,39
Accomack County,0,877704,303599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amelia County,0,307104,173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alleghany County / Covington,478344,195016,130119,0,0,0,0,0,0,20,8,240,2020,4,8,18,15,37,39,34,36,36,50,222
Amherst County,0,795130,206253,0,0,0,0,0,0,0,2,25,210,7,17,12,26,51,20,17,15,20,11,47
Suffolk,357531,2025091,564092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynchburg,0,1168138,553246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
